LOC100506869	NR_126341.1
CCNL1	NM_020307.3
CCNL2	NM_030937.4
SSX2B	NM_001278701.1
SSX2B	NM_001278701.1.2
NOMO2	NM_001004060.1
NOMO2	NM_173614.2.3
NOMO2	NM_173614.2
NOMO3	NM_001004067.3
NOMO3	NM_001004067.3.2
NOMO1	NM_014287.3.2
NOMO1	NM_014287.3
BAZ1A	NM_013448.2
BAZ1B	NM_032408.3
LEAP2	NM_052971.2
LELP1	NM_001010857.2
SLC2A9	NM_020041.2
SLC2A8	NM_014580.4
SLC2A7	NM_207420.2
SLC2A6	NM_017585.3
SLC2A5	NM_003039.2
SLC2A4	NM_001042.2
SLC2A3	NM_006931.2
SLC2A2	NM_000340.1
SLC2A1	NM_006516.2
MIR3978	NR_039774.1
MIR3972	NR_039768.1
MIR3973	NR_039769.1
MIR3976	NR_039772.1
MIR3977	NR_039773.1
MIR3974	NR_039770.1
MIR3975	NR_039771.1
OR6F1	NM_001005286.1
TBC1D3B	NM_001001417.6.2
TBC1D3B	NM_001001417.6.3
TBC1D3B	NM_001001417.6
TBC1D3C	NM_001001418.6
TBC1D3C	NM_001001418.6.7
TBC1D3C	NM_001001418.6.5
TBC1D3C	NM_001001418.6.4
TBC1D3C	NM_001001418.6.3
TBC1D3C	NM_001001418.6.2
DAB1-AS1	NR_104362.1
TBC1D3E	NM_001291466.1.3
TBC1D3E	NM_001291466.1.2
TBC1D3E	NM_001291466.1.5
TBC1D3E	NM_001291466.1.4
TBC1D3E	NM_001291466.1
TBC1D3F	NM_032258.4.4
TBC1D3F	NM_032258.4.5
TBC1D3F	NM_032258.4.2
TBC1D3F	NM_032258.4.3
TBC1D3F	NM_032258.4
TBC1D3G	NM_001291462.1
TBC1D3G	NM_001291462.1.13
TBC1D3G	NM_001291462.1.12
TBC1D3G	NM_001291462.1.11
TBC1D3G	NM_001291462.1.10
TBC1D3G	NM_001291462.1.3
TBC1D3G	NM_001291462.1.2
TBC1D3G	NM_001291462.1.7
TBC1D3G	NM_001291462.1.6
TBC1D3G	NM_001291462.1.5
TBC1D3G	NM_001291462.1.4
TBC1D3G	NM_001291462.1.9
TBC1D3G	NM_001291462.1.8
TBC1D3H	NM_001123392.3.14
TBC1D3H	NM_001123392.3
TBC1D3H	NM_001123392.3.15
TBC1D3H	NM_001123392.3.10
TBC1D3H	NM_001123392.3.16
TBC1D3H	NM_001123392.3.12
TBC1D3H	NM_001123392.3.13
TBC1D3H	NM_001123392.3.2
TBC1D3H	NM_001123392.3.3
TBC1D3H	NM_001123392.3.4
TBC1D3H	NM_001123392.3.5
TBC1D3H	NM_001123392.3.6
TBC1D3H	NM_001123392.3.7
TBC1D3H	NM_001123392.3.8
TBC1D3H	NM_001123392.3.9
TBC1D3H	NM_001123392.3.18
TBC1D3H	NM_001123392.3.19
TBC1D3H	NM_001123392.3.11
TBC1D3H	NM_001123392.3.17
TBC1D3I	NM_001291463.1.14
TBC1D3I	NM_001291463.1.15
TBC1D3I	NM_001291463.1
TBC1D3I	NM_001291463.1.17
TBC1D3I	NM_001291463.1.16
TBC1D3I	NM_001291463.1.11
TBC1D3I	NM_001291463.1.10
TBC1D3I	NM_001291463.1.13
TBC1D3I	NM_001291463.1.12
TBC1D3I	NM_001291463.1.5
TBC1D3I	NM_001291463.1.4
TBC1D3I	NM_001291463.1.7
TBC1D3I	NM_001291463.1.6
TBC1D3I	NM_001291463.1.3
TBC1D3I	NM_001291463.1.2
TBC1D3I	NM_001291463.1.9
TBC1D3I	NM_001291463.1.8
TBC1D3K	NM_001291464.1.7
TBC1D3K	NM_001291464.1.6
TBC1D3K	NM_001291464.1.5
TBC1D3K	NM_001291464.1.4
TBC1D3K	NM_001291464.1.3
TBC1D3K	NM_001291464.1.2
TBC1D3K	NM_001291464.1
TBC1D3K	NM_001291464.1.9
TBC1D3K	NM_001291464.1.8
TBC1D3K	NM_001291464.1.10
TBC1D3L	NM_001291459.1
TBC1D3L	NM_001291459.1.10
TBC1D3L	NM_001291459.1.4
TBC1D3L	NM_001291459.1.5
TBC1D3L	NM_001291459.1.6
TBC1D3L	NM_001291459.1.7
TBC1D3L	NM_001291459.1.2
TBC1D3L	NM_001291459.1.3
TBC1D3L	NM_001291459.1.8
TBC1D3L	NM_001291459.1.9
SMLR1	NM_001195597.1
LINC00238	NR_024338.2
LINC00239	NR_026774.1
LINC00235	NR_024121.1.2
LINC00235	NR_024121.1
CEACAM1	NM_001712.4
ATRIP	NM_130384.2
CEACAM3	NM_001815.4
CEACAM5	NM_001291484.2
CEACAM4	NM_001817.3.2
CEACAM4	NM_001817.3
CEACAM7	NM_001291485.1
CEACAM7	NM_001291485.1.2
CEACAM6	NM_002483.6
CEACAM8	NM_001816.3
GTF2IRD1	NM_001199207.1
GTF2IRD2	NM_173537.3
KRT18P55	NR_028334.1
FZD3	NM_017412.3
PRR23D2	NM_001282478.1
PRR23D2	NM_001282478.1.2
PRR23D2	NM_001282478.1.3
FZD7	NM_003507.1
TBC1D30	NM_015279.1
C20orf141	NM_001256538.1
TBC1D32	NM_152730.5
C20orf144	NM_080825.3
SNORD114-2	NR_003194.1
CREBBP	NM_004380.2
TRNAU1AP	NM_017846.4
TMEM126A	NM_032273.3
TMEM126B	NM_018480.4
PLCZ1	NM_033123.3
MIR3135A	NR_036086.1
MIR3135B	NR_039668.1.8
MIR3135B	NR_039668.1.6
MIR3135B	NR_039668.1.7
MIR3135B	NR_039668.1.4
MIR3135B	NR_039668.1.5
MIR3135B	NR_039668.1.2
MIR3135B	NR_039668.1.3
MIR3135B	NR_039668.1
JAKMIP2-AS1	NR_038902.1
KCCAT211	NR_110826.1
GSG1L	NM_001109763.1
LOC101928791	NR_110121.1
LOC403323	NR_122076.1
PRR23D1	NM_001282479.1
PRR23D1	NM_001282479.1.3
PRR23D1	NM_001282479.1.2
LINC00900	NR_034148.1
LINC00901	NR_121607.1
LINC00904	NR_046222.1
LINC00905	NR_024335.2
LINC00906	NR_027318.2
LINC00907	NR_046456.1
LINC00908	NR_015417.1
PDF	NM_022341.1
PDC	NM_002597.4
LOC100506314	NR_038920.1
TAF9B	NM_015975.4
LOC101928796	NR_109931.1
SF3B5	NM_031287.2
SF3B4	NM_005850.4
SF3B6	NM_016047.3
SF3B1	NM_012433.3
SF3B3	NM_012426.4
SF3B2	NM_006842.2
CNIH1	NM_005776.2
CNIH3	NM_152495.1
CNIH2	NM_182553.2
NSMCE4A	NM_017615.2
CNIH4	NM_014184.3
OR5M10	NM_001004741.1
RLIM	NM_016120.3
NUDT16P1	NR_027766.1
MLN	NM_002418.2
NAT8B	NM_016347.2
MIR1228	NR_031597.1
MIR1229	NR_031598.1
MIR1224	NR_030410.1
MIR1225	NR_030646.1
MIR1226	NR_031595.1
MIR1227	NR_031596.1
NAT8L	NM_178557.3
FAM195B	NM_001288798.1
EDRF1	NM_001202438.1
FAM195A	NM_138418.2
CCDC28A	NM_015439.2
ADD3	NM_016824.3
ADD2	NM_001185054.1
ADD1	NM_014189.3
SLC11A1	NM_000578.3
PKD2L2	NM_001300921.1
PKD2L1	NM_016112.2
CWC27	NM_005869.3
CWC25	NM_017748.4.2
CWC25	NM_017748.4
CWC22	NM_020943.2
FMOD	NM_002023.4
H2BFXP	NR_003238.2.2
H2BFXP	NR_003238.2
FMO2	NM_001460.4
FMO3	NM_001002294.2
FMO1	NM_001282692.1
CASZ1	NM_001079843.2
FMO4	NM_002022.2
FMO5	NM_001461.3
SH2D2A	NM_001161441.1
PRR14L	NM_173566.2
SURF2	NM_017503.4
LOC146513	NR_038438.1
LSM5	NM_012322.2
RGP1	NM_001080496.2
CCNT2-AS1	NR_036549.1
AKNA	NM_030767.4
VENTXP1	NR_001559.2
VENTXP7	NR_002311.1
JADE3	NM_001077445.2
JADE2	NM_001289985.1
JADE1	NM_001287439.1
SPRR2E	NM_001024209.3
SPRR2D	NM_006945.4
SPRR2G	NM_001014291.3
SPRR2F	NM_001014450.2
SPRR2A	NM_005988.2
SPRR2C	NR_003062.1
SPRR2B	NM_001017418.2
LINC01626	NR_121615.1
LINC01624	NR_104177.1
LINC01624	NR_104177.1.2
SHQ1	NM_018130.2
LINC01622	NR_027115.3
LINC01623	NR_033379.1.5
LINC01623	NR_033379.1.4
LINC01623	NR_033379.1.7
LINC01623	NR_033379.1.6
LINC01623	NR_033379.1
LINC01623	NR_033379.1.3
LINC01623	NR_033379.1.2
LINC01623	NR_033379.1.8
LINC01620	NR_132342.1
LINC01621	NR_131786.1
LINC01628	NR_110600.1
STX1A	NM_004603.3
STX1B	NM_052874.4
SRGN	NM_002727.2
SPATA31C2	NM_001166137.1
SPATA31C1	NM_001145124.1
THRA1/BTR	NR_131239.1
LSM3	NM_014463.2
MIR497HG	NR_038310.1
KRT80	NM_182507.2
KRT81	NM_002281.3
KRT82	NM_033033.3
KRT83	NM_002282.3
KRT84	NM_033045.3
KRT85	NM_002283.3
KRT86	NM_002284.3
TSEN2	NM_001145392.1
LOC101927018	NR_110803.1
CCDC136	NM_022742.4
CCDC137	NM_199287.2
FAIM	NM_001033030.1
STX11	NM_003764.3
STX10	NM_003765.2
STX12	NM_177424.2
STX17	NM_017919.2
STX16	NM_001001433.2
LINC00571	NR_047500.1
LINC00570	NR_047499.1
LINC00572	NR_047501.1
LINC00575	NR_024087.1
LINC00574	NR_026780.1
LINC00574	NR_026780.1.2
LINC00577	NR_046407.1
AADACP1	NR_026915.1
MOSPD3	NM_001040097.1
MOSPD2	NM_152581.3
MOSPD1	NM_019556.2
OR9G1	NM_001005213.1
OR9G1	NM_001005213.1.2
RAB5A	NM_004162.4
OR9G9	NM_001013358.2
OR9G9	NM_001013358.2.2
PAN3	NM_175854.7
PAN2	NM_001127460.2
RAB5C	NM_001252039.1
RAB5B	NM_001252036.1
DPP8	NM_197960.2
DPP9	NM_139159.4
STK33	NM_001289061.1
DPP3	NM_005700.4
DPP4	NM_001935.3
SUOX	NM_000456.2
DPP6	NM_130797.3
DPP7	NM_013379.2
LINC01589	NR_131244.1
LINC01587	NR_126517.1
IK	NM_006083.3
PHF5A	NM_032758.3
OTOR	NM_020157.3
HS1BP3	NM_022460.3
NOC3L	NM_022451.10
ESCO2	NM_001017420.2
ESCO1	NM_052911.2
MALRD1	NM_001142308.2
ASB11	NM_080873.2
ZNF300P1	NR_026867.1
POM121L2	NM_033482.3
CDC42P3	NR_102426.1
H2AFB3	NM_080720.1.2
H2AFB3	NM_080720.1.3
H2AFB3	NM_080720.1
H2AFB2	NM_001017991.2
H2AFB2	NM_001017991.2.3
H2AFB2	NM_001017991.2.2
H2AFB1	NM_001017990.1.2
H2AFB1	NM_001017990.1.3
H2AFB1	NM_001017990.1
NDUFB10	NM_004548.2
MIR3158-1	NR_036114.1
MIR3158-2	NR_036115.1
GOT2	NM_002080.3
GOT1	NM_002079.2
LOC101929646	NR_120669.1
LOC101929645	NR_109948.1
LOC101929645	NR_109948.1.2
OR2T8	NM_001005522.1
METTL21EP	NR_026965.1
OR2T6	NM_001005471.1
OR2T6	NM_001005471.1.2
OR2T6	NM_001005471.1.3
OR2T4	NM_001004696.1
OR2T4	NM_001004696.1.2
OR2T4	NM_001004696.1.3
OR2T5	NM_001004697.1.3
OR2T5	NM_001004697.1.2
OR2T5	NM_001004697.1
OR2T2	NM_001004136.1.2
OR2T2	NM_001004136.1.3
OR2T2	NM_001004136.1
OR2T3	NM_001005495.1
OR2T3	NM_001005495.1.3
OR2T3	NM_001005495.1.2
OR2T1	NM_030904.1.3
OR2T1	NM_030904.1.2
OR2T1	NM_030904.1
SCAND2P	NR_004859.1
C22orf46	NM_001142964.1
CDC7	NM_001134419.1
ATR	NM_001184.3
LINCR-0001	NR_120604.1
LINCR-0003	NR_120607.1
LINCR-0002	NR_120606.1
STMN4	NM_030795.3
STMN1	NM_001145454.2
STMN3	NM_015894.3
STMN2	NM_001199214.1
IKBIP	NM_153687.3
DKFZP434K028	NR_026882.1
STAT6	NM_001178078.1
BCAN	NM_021948.4
BCAM	NM_005581.4
CYP4F30P	NR_023391.1
ELOVL6	NM_001130721.1
ELOVL7	NM_001104558.1
ELOVL4	NM_022726.3
ELOVL5	NM_001242828.1
ELOVL2	NM_017770.3
ELOVL3	NM_152310.2
ELOVL1	NM_001256399.1
MIR4666B	NR_049877.1
MIR4666A	NR_039812.1
AMY1A	NM_001008221.1.3
AMY1A	NM_001008221.1.2
AMY1A	NM_001008221.1
AMY1C	NM_001008219.1.2
AMY1C	NM_001008219.1.3
AMY1C	NM_001008219.1
AMY1B	NM_001008218.1.3
AMY1B	NM_001008218.1.2
AMY1B	NM_001008218.1
LOC285889	NR_038232.1
CWF19L1	NM_018294.5
CWF19L2	NM_152434.2
HEYL	NM_014571.3
RD3	NM_001164688.1
LINC01054	NR_126391.1
TECR	NM_138501.5
DUSP9	NM_001395.3
DUSP8	NM_004420.2
DUSP8	NM_004420.2.3
DUSP8	NM_004420.2.2
DUSP5	NM_004419.3
DUSP4	NM_001394.6
DUSP7	NM_001947.3
DUSP6	NM_001946.3
DUSP1	NM_004417.3
DUSP3	NM_004090.3
DUSP2	NM_004418.3
GBGT1	NM_021996.5
RBL1	NM_002895.3
RBL2	NM_005611.3
RDX	NM_001260492.1
OR51E2	NM_030774.3
HEY2	NM_012259.2
HEY1	NM_001040708.1
RPS10-NUDT3	NM_001202470.2
APOBEC3B-AS1	NR_104187.1.3
APOBEC3B-AS1	NR_104187.1.2
APOBEC3B-AS1	NR_104187.1
MTF1	NM_005955.2
MTF2	NM_007358.3
TPTE2P3	NR_002793.1
TPTE2P1	NR_026730.1
TPTE2P6	NR_002815.2
TPTE2P5	NR_038258.1
FBL	NM_001436.3
BMP10	NM_014482.1
BMP15	NM_005448.2
TRIM52-AS1	NR_102759.1
LOC101927972	NR_125846.1
LOC101927973	NR_126012.1
UFL1	NM_015323.4
TMEM106B	NM_001134232.1
TMEM106C	NM_001143842.1
CNP	NM_033133.4
TMEM106A	NM_001291586.1
DLG3-AS1	NR_046586.1
TCERG1L	NM_174937.3
RHCG	NM_016321.2
RHCE	NM_020485.4
AHNAK2	NM_138420.2
RIC3	NM_001206671.2
FFAR1	NM_005303.2
RIC1	NM_020829.3
SEMA4A	NM_001193300.1
SEMA4B	NM_020210.3
SEMA4C	NM_017789.4
SEMA4D	NM_006378.3
SEMA4F	NM_004263.4
SEMA4G	NM_017893.3
GLP1R	NM_002062.3
SP110	NM_080424.2
SCN4B	NM_174934.3
TMCO2	NM_001008740.3
SUMO2	NM_006937.3
FGF14-IT1	NR_036486.1
OR10G7	NM_001004463.1
RGMB-AS1	NR_033932.1
ACTA2	NM_001141945.1
ZNF197	NM_006991.3
ACTA1	NM_001100.3
PDS5A	NM_001100399.1
DCAF13P3	NR_027642.1
PDS5B	NM_015032.3
ZIM2-AS1	NR_110744.1
TSTD1	NM_001113207.1
TSTD2	NM_139246.4
TSTD3	NM_001195131.1
RSBN1L	NM_198467.2
UBXN2B	NM_001077619.1
UBXN2A	NM_181713.3
EDARADD	NM_145861.2
ZNF221	NM_001297588.1
ZNF222	NM_001129996.1
ZNF223	NM_013361.5
ZNF224	NM_013398.2
ZNF225	NM_013362.2
ZNF226	NM_001032372.1
ZNF227	NM_001289166.1
ZNF229	NM_014518.3
KCNQ4	NM_004700.3
KCNQ5	NM_001160133.1
KCNQ2	NM_172107.2.2
KCNQ2	NM_172107.2
KCNQ3	NM_004519.3
KCNQ1	NM_000218.2.2
KCNQ1	NM_000218.2
HOXC11	NM_014212.3
HOXC10	NM_017409.3
HOXC13	NM_017410.2
HOXC12	NM_173860.1
PDE4A	NM_001111307.1
RTTN	NM_173630.3
KIR2DL3	NM_015868.2.23
KIR2DL3	NM_015868.2.22
KIR2DL3	NM_015868.2.21
KIR2DL3	NM_015868.2.20
KIR2DL3	NM_015868.2.27
KIR2DL3	NM_015868.2.26
KIR2DL3	NM_015868.2.25
KIR2DL3	NM_015868.2.24
KIR2DL3	NM_015868.2.29
KIR2DL3	NM_015868.2.28
KIR2DL3	NM_015868.2.49
KIR2DL3	NM_015868.2.54
KIR2DL3	NM_015868.2.17
KIR2DL3	NM_015868.2.55
KIR2DL3	NM_015868.2.59
KIR2DL3	NM_015868.2.41
KIR2DL3	NM_015868.2.44
KIR2DL3	NM_015868.2.40
KIR2DL3	NM_015868.2.47
KIR2DL3	NM_015868.2.43
KIR2DL3	NM_015868.2.42
KIR2DL3	NM_015868.2.34
KIR2DL3	NM_015868.2.52
KIR2DL3	NM_015868.2.35
KIR2DL3	NM_015868.2.36
KIR2DL3	NM_015868.2.56
KIR2DL3	NM_015868.2.57
KIR2DL3	NM_015868.2.18
KIR2DL3	NM_015868.2.19
KIR2DL3	NM_015868.2.38
KIR2DL3	NM_015868.2.39
KIR2DL3	NM_015868.2.50
KIR2DL3	NM_015868.2.51
KIR2DL3	NM_015868.2.12
KIR2DL3	NM_015868.2.13
KIR2DL3	NM_015868.2.10
KIR2DL3	NM_015868.2.11
KIR2DL3	NM_015868.2.30
KIR2DL3	NM_015868.2.31
KIR2DL3	NM_015868.2.14
KIR2DL3	NM_015868.2.15
KIR2DL3	NM_015868.2.8
KIR2DL3	NM_015868.2.9
KIR2DL3	NM_015868.2.32
KIR2DL3	NM_015868.2.58
KIR2DL3	NM_015868.2.2
KIR2DL3	NM_015868.2.3
KIR2DL3	NM_015868.2.4
KIR2DL3	NM_015868.2.5
KIR2DL3	NM_015868.2.6
KIR2DL3	NM_015868.2.7
KIR2DL3	NM_015868.2.45
KIR2DL3	NM_015868.2.53
KIR2DL3	NM_015868.2.48
KIR2DL3	NM_015868.2
KIR2DL3	NM_015868.2.33
KIR2DL3	NM_015868.2.16
KIR2DL3	NM_015868.2.46
KIR2DL3	NM_015868.2.37
KIR2DL2	NM_014219.2.15
KIR2DL2	NM_014219.2.14
KIR2DL2	NM_014219.2.17
KIR2DL2	NM_014219.2.16
KIR2DL2	NM_014219.2.11
KIR2DL2	NM_014219.2.10
KIR2DL2	NM_014219.2.13
KIR2DL2	NM_014219.2.12
KIR2DL2	NM_014219.2.19
KIR2DL2	NM_014219.2.18
KIR2DL2	NM_014219.2.28
KIR2DL2	NM_014219.2.29
KIR2DL2	NM_014219.2.20
KIR2DL2	NM_014219.2.21
KIR2DL2	NM_014219.2.22
KIR2DL2	NM_014219.2.23
KIR2DL2	NM_014219.2.24
KIR2DL2	NM_014219.2.25
KIR2DL2	NM_014219.2.26
KIR2DL2	NM_014219.2.27
KIR2DL2	NM_014219.2.9
KIR2DL2	NM_014219.2.8
KIR2DL2	NM_014219.2.5
KIR2DL2	NM_014219.2.4
KIR2DL2	NM_014219.2.7
KIR2DL2	NM_014219.2.6
KIR2DL2	NM_014219.2.3
KIR2DL2	NM_014219.2.2
KIR2DL2	NM_014219.2
KIR2DL2	NM_014219.2.35
KIR2DL2	NM_014219.2.34
KIR2DL2	NM_014219.2.33
KIR2DL2	NM_014219.2.32
KIR2DL2	NM_014219.2.31
KIR2DL2	NM_014219.2.30
KIR2DL1	NM_014218.2.58
KIR2DL1	NM_014218.2.59
KIR2DL1	NM_014218.2.50
KIR2DL1	NM_014218.2.51
KIR2DL1	NM_014218.2.52
KIR2DL1	NM_014218.2.53
KIR2DL1	NM_014218.2.54
KIR2DL1	NM_014218.2.55
KIR2DL1	NM_014218.2.56
KIR2DL1	NM_014218.2.57
KIR2DL1	NM_014218.2.14
KIR2DL1	NM_014218.2.38
KIR2DL1	NM_014218.2.39
KIR2DL1	NM_014218.2.18
KIR2DL1	NM_014218.2.19
KIR2DL1	NM_014218.2.15
KIR2DL1	NM_014218.2.32
KIR2DL1	NM_014218.2.33
KIR2DL1	NM_014218.2.30
KIR2DL1	NM_014218.2.31
KIR2DL1	NM_014218.2.36
KIR2DL1	NM_014218.2.37
KIR2DL1	NM_014218.2.34
KIR2DL1	NM_014218.2.35
KIR2DL1	NM_014218.2.17
KIR2DL1	NM_014218.2.10
KIR2DL1	NM_014218.2.16
KIR2DL1	NM_014218.2.11
KIR2DL1	NM_014218.2.12
KIR2DL1	NM_014218.2.13
KIR2DL1	NM_014218.2.49
KIR2DL1	NM_014218.2.48
KIR2DL1	NM_014218.2.47
KIR2DL1	NM_014218.2.46
KIR2DL1	NM_014218.2.45
KIR2DL1	NM_014218.2.44
KIR2DL1	NM_014218.2.43
KIR2DL1	NM_014218.2.42
KIR2DL1	NM_014218.2.41
KIR2DL1	NM_014218.2.40
KIR2DL1	NM_014218.2.29
KIR2DL1	NM_014218.2.28
KIR2DL1	NM_014218.2.61
KIR2DL1	NM_014218.2.60
KIR2DL1	NM_014218.2.63
KIR2DL1	NM_014218.2.62
KIR2DL1	NM_014218.2.21
KIR2DL1	NM_014218.2.20
KIR2DL1	NM_014218.2.23
KIR2DL1	NM_014218.2.22
KIR2DL1	NM_014218.2.25
KIR2DL1	NM_014218.2.24
KIR2DL1	NM_014218.2.27
KIR2DL1	NM_014218.2.26
KIR2DL1	NM_014218.2.8
KIR2DL1	NM_014218.2.9
KIR2DL1	NM_014218.2.2
KIR2DL1	NM_014218.2.3
KIR2DL1	NM_014218.2.6
KIR2DL1	NM_014218.2.7
KIR2DL1	NM_014218.2.4
KIR2DL1	NM_014218.2.5
KIR2DL1	NM_014218.2
KIR2DL4	NM_002255.5.13
KIR2DL4	NM_002255.5.12
KIR2DL4	NM_002255.5.22
KIR2DL4	NM_002255.5.29
KIR2DL4	NM_002255.5.28
KIR2DL4	NM_002255.5.27
KIR2DL4	NM_002255.5.11
KIR2DL4	NM_002255.5.10
KIR2DL4	NM_002255.5
KIR2DL4	NM_002255.5.23
KIR2DL4	NM_002255.5.18
KIR2DL4	NM_002255.5.8
KIR2DL4	NM_002255.5.7
KIR2DL4	NM_002255.5.5
KIR2DL4	NM_002255.5.4
KIR2DL4	NM_002255.5.3
KIR2DL4	NM_002255.5.9
KIR2DL4	NM_002255.5.26
KIR2DL4	NM_002255.5.25
KIR2DL4	NM_002255.5.16
KIR2DL4	NM_002255.5.30
KIR2DL4	NM_002255.5.14
KIR2DL4	NM_002255.5.15
KIR2DL4	NM_002255.5.20
KIR2DL4	NM_002255.5.21
KIR2DL4	NM_002255.5.17
KIR2DL4	NM_002255.5.2
KIR2DL4	NM_002255.5.24
KIR2DL4	NM_002255.5.19
KIR2DL4	NM_002255.5.6
OTUD5	NM_017602.3
OTUD4	NM_001102653.1
OTUD3	NM_015207.1
OTUD1	NM_001145373.2
SPEM1	NM_199339.2
MIR5787	NR_106714.1
HTRA1	NM_002775.4
HTRA2	NM_013247.4
HTRA3	NM_053044.4
SPI1	NM_001080547.1
MIR8070	NR_107037.1
UNC5CL	NM_173561.2
MIR378I	NR_039760.1
MIR378H	NR_039667.1
MIR378J	NR_106744.1
MIR378J	NR_106744.1.2
MIR378A	NR_029870.1
MIR378C	NR_036180.1
MIR378B	NR_036084.1
MIR378E	NR_039609.1
MIR378G	NR_039620.1
MIR378F	NR_039615.1
C17orf89	NM_001086521.1
C17orf82	NM_203425.2
C17orf80	NM_017941.5
NASP	NM_002482.3
SPIB	NM_003121.4
SPIC	NM_152323.1
MIR4784	NR_039945.1
MIR4785	NR_039946.1
MIR4786	NR_039949.1
MIR4787	NR_039950.1
MIR4780	NR_039940.1
MIR4781	NR_039942.1
LINC01358	NR_110626.2
LINC01359	NR_119383.1
LINC01356	NR_103746.1
LINC01354	NR_038426.1
LINC01355	NR_110616.1
MIR4788	NR_039951.1
LINC01353	NR_117097.1
LINC01350	NR_110793.1
LINC01351	NR_110716.1
LOC641367	NR_024523.1
LOC641367	NR_024523.1.2
MAGI1-AS1	NR_046575.1
STEAP2-AS1	NR_110029.2
SPCS1	NM_014041.3
SPCS2	NM_014752.2
SPCS3	NM_021928.3
EMID1	NM_133455.3
RCVRN	NM_002903.2
ACER2	NM_001010887.2
SIM2	NM_005069.4
SIM1	NM_005068.2
ACER1	NM_133492.2
MIR4438	NR_039640.1
MIR4439	NR_039641.1
MIR4437	NR_039637.1
MIR4434	NR_039633.1
MIR4432	NR_039631.1
MIR4430	NR_039628.1
MIR4431	NR_039630.1
PEA15	NM_001297576.1
BNC1	NM_001717.3
BNC2	NM_017637.5
HRAT5	NR_104613.1
GNA14-AS1	NR_121184.1
MGAT4D	NM_001277353.1
MGAT4A	NM_012214.2
MGAT4C	NM_013244.3
MGAT4B	NM_054013.3
BZW1	NM_001207068.1
BZW2	NM_001159767.1
OR10G9	NM_001001953.1
RAD17	NM_133339.2.2
RAD17	NM_133339.2
RAD18	NM_020165.3
STXBP5-AS1	NR_034115.1
TNNC1	NM_003280.2
TNNC2	NM_003279.2
CYP3A7	NM_000765.4
AFAP1-AS1	NR_026892.1
CYP3A4	NM_017460.5
CXCL12	NM_001178134.1
GMCL1	NM_178439.3
UBE4B	NM_001105562.2
C1orf131	NM_152379.3
ZG16	NM_152338.3
LDB2	NM_001290.4
LDB3	NM_001171610.1
LDB1	NM_001113407.1
SNU13	NM_001003796.1
TRPC2	NR_002720.2
LIN9	NM_173083.3
SPRY2	NM_005842.2
ATP5G1	NM_001002027.1
TSPY26P	NR_002781.1
PLEKHA4	NM_020904.2
PLEKHA5	NM_001256470.1
ADGRG5	NM_001304376.1
PLEKHA7	NM_175058.4
ADGRG3	NM_170776.4
PLEKHA1	NM_001001974.2
PLEKHA2	NM_021623.1
PLEKHA3	NM_019091.3
PLEKHA8	NM_001197026.1
DEFT1P	NR_036686.1.2
DEFT1P	NR_036686.1
HCN2	NM_001194.3
TRPC5	NM_012471.2
SEC62	NM_003262.3
SEC63	NM_007214.4
FLJ22763	NR_033977.1
HRNR	NM_001009931.2
MGAM	NM_004668.2.2
MGAM	NM_004668.2
B3GNTL1	NM_001009905.1
B3GNTL1	NM_001009905.1.2
VN1R2	NM_173856.2
TPTE	NM_199261.3
VN1R1	NM_020633.3
VN1R4	NM_173857.2
VN1R5	NM_173858.1
TPT1	NM_001286272.1
LOC100507334	NR_037626.1
FAM185A	NM_001145268.1
C14orf79	NM_174891.3
LOC102723544	NR_120482.1
LOC100505795	NR_038072.1
ADGB	NM_024694.3
POTEB2	NM_001277303.1.2
POTEB2	NM_001277303.1
POTEB3	NM_207355.3
POTEB3	NM_207355.3.3
POTEB3	NM_207355.3.2
MYH2	NM_001100112.1
USF2	NM_003367.2
MYH1	NM_005963.3
MYH6	NM_002471.3
MYH7	NM_000257.3
MYH4	NM_017533.2
BAGE4	NM_181704.1
BAGE5	NM_182484.1
MYH8	NM_002472.2
MYH9	NM_002473.5
BAGE2	NM_182482.2
BAGE3	NM_182481.1
LOC101928861	NR_120513.1
LOC101928865	NR_120564.1
LRIT3	NM_198506.4
VGLL2	NM_182645.3
VGLL3	NM_016206.2
CADM4	NM_145296.1
VGLL1	NM_016267.3
CADM2	NM_153184.3
CADM3	NM_021189.3
VGLL4	NM_001128219.2
CADM1	NM_001301043.1
KIAA0430	NM_001184998.1
KIAA0430	NM_001184998.1.2
SMIM2-AS1	NR_104064.1
LOC729970	NR_033998.1
LOC644656	NR_036539.1
SATB2	NM_001172509.1
SATB1	NM_001195470.1
FAM149B1	NM_173348.1
CNNM1	NM_020348.2
CNNM3	NM_017623.4
CNNM2	NM_017649.4
CNNM4	NM_020184.3
SPATA3-AS1	NR_033879.1
ZBTB46-AS1	NR_110081.1
PIP5K1B	NM_003558.3
PIP5K1A	NM_001135638.1
MIR4524B	NR_049834.1
PHF14	NM_014660.3
PHF10	NM_018288.3
PHF11	NM_001040443.1
PHF12	NM_001033561.1
PHF13	NM_153812.2
FOXQ1	NM_033260.3
PHF19	NM_001286840.1
LOC100506178	NR_038393.1
TIA1	NM_022173.2
UBN2	NM_173569.3
UBN1	NM_001079514.2
PNLIPRP1	NM_001303135.1
PNLIPRP3	NM_001011709.2
PNLIPRP2	NM_005396.4
