OR5J7P	ENST00000534621
Metazoa_SRP	ENST00000577479
Metazoa_SRP	ENST00000585032
Metazoa_SRP	ENST00000579910
Metazoa_SRP	ENST00000584890
Metazoa_SRP	ENST00000606537
Metazoa_SRP	ENST00000606439
Metazoa_SRP	ENST00000607615
Metazoa_SRP	ENST00000606972
Metazoa_SRP	ENST00000607344
Metazoa_SRP	ENST00000607160
Metazoa_SRP	ENST00000606883
Metazoa_SRP	ENST00000607433
Metazoa_SRP	ENST00000605926
Metazoa_SRP	ENST00000605957
Metazoa_SRP	ENST00000607098
LRRC42	ENST00000319223
RP11-479O16.1	ENST00000509476
TRBV11-2	ENST00000471935
TRBV11-2	ENST00000567505
GABPA	ENST00000354828
MBD3	ENST00000156825
PSMC1	ENST00000261303
CTD-2258A20.3	ENST00000566896
KCNK13	ENST00000282146
SNORD86	ENST00000391196
RP11-188P20.3	ENST00000607513
RNU1-146P	ENST00000364015
ZCCHC12	ENST00000310164
CTD-3252C9.2	ENST00000591242
IQCH	ENST00000335894
RP11-445N18.7	ENST00000427229
MBNL2	ENST00000376673
RP11-755E23.3	ENST00000531846
DPM2	ENST00000373110
CRYZP1	ENST00000428923
KIAA0513	ENST00000258180
HLCS-IT1	ENST00000434195
RP11-770G2.2	ENST00000534505
MIR521-2	ENST00000384818
RPL23AP40	ENST00000487630
RP11-76C10.2	ENST00000535370
RNU6-341P	ENST00000516973
YTHDF1P1	ENST00000515217
CTD-2197M16.1	ENST00000505367
NINL	ENST00000278886
AC013444.1	ENST00000428909
AC006380.3	ENST00000433356
AL590762.7	ENST00000395798
HABP2	ENST00000351270
RP11-444J21.2	ENST00000544818
AGBL1	ENST00000441037
RAB14	ENST00000373840
ZER1	ENST00000291900
MFI2-AS1	ENST00000415244
RPS24P18	ENST00000468051
RN7SL563P	ENST00000481233
SLC25A20	ENST00000319017
ZNF416	ENST00000196489
MIR4306	ENST00000583390
RP11-522B15.6	ENST00000559595
LHFPL3-AS1	ENST00000449764
RPL29P3	ENST00000486611
MIR5684	ENST00000585074
CCDC26	ENST00000446592
KRT18P56	ENST00000507275
LINC00894	ENST00000601620
LINC00894	ENST00000449111
RN7SL712P	ENST00000579354
RN7SL712P	ENST00000595482
AP3S1	ENST00000316788
LINC00283	ENST00000430111
RAP2A	ENST00000245304
RP11-323I15.5	ENST00000559246
HLA-DRB5	ENST00000374975
RP11-745A24.2	ENST00000477729
ANTXRLP1	ENST00000605038
ANTXRLP1	ENST00000604933
ZNF385D-AS1	ENST00000412369
AP5S1	ENST00000246041
FZD9	ENST00000344575
FZD9	ENST00000576173
CTD-2090I13.1	ENST00000445817
FGD5-AS1	ENST00000424349
DNM1P32	ENST00000566124
MIR1183	ENST00000408856
FAM133A	ENST00000322139
CCDC58	ENST00000291458
CPAMD8	ENST00000443236
SYNGAP1	ENST00000418600
SYNGAP1	ENST00000455687
SLC27A1	ENST00000252595
SRMP1	ENST00000398959
SYCE1	ENST00000343131
MCTP1	ENST00000515393
MCTP1	ENST00000575480
CTC-436K13.2	ENST00000523820
PADI1	ENST00000375471
NARF	ENST00000457415
EML5	ENST00000554922
RP11-57J16.1	ENST00000583148
RP11-295K3.1	ENST00000427721
DUSP7	ENST00000495880
RP11-417B4.2	ENST00000423942
RNU6-713P	ENST00000384761
AC013470.6	ENST00000420252
SP7	ENST00000303846
TOM1L2	ENST00000379504
RNU6-548P	ENST00000517083
RP11-184B22.2	ENST00000416693
SLC36A3	ENST00000377713
RP11-342D14.1	ENST00000450246
AC010880.1	ENST00000427950
LL22NC03-102D1.18	ENST00000438185
CNTD1	ENST00000588408
CAMK2B	ENST00000395749
RP1-97D16.1	ENST00000407924
RN7SKP140	ENST00000411196
APOBEC3H	ENST00000401756
GOLIM4	ENST00000470487
PPP1R42	ENST00000522909
AC104389.31	ENST00000450768
TP53	ENST00000269305
TNFSF13	ENST00000338784
CTB-37A13.1	ENST00000523398
TMEM231	ENST00000568377
AC007283.4	ENST00000424739
SNORA40	ENST00000426283
SNORA40	ENST00000517256
SNORA40	ENST00000517238
SNORA40	ENST00000388090
SNORA40	ENST00000390832
SNORA40	ENST00000390847
SNORA40	ENST00000390971
SNORA40	ENST00000390964
SNORA40	ENST00000391061
SNORA40	ENST00000391153
SNORA40	ENST00000391277
SNORA40	ENST00000391285
SNORA40	ENST00000385573
SNORA40	ENST00000515895
SNORA40	ENST00000411034
SNORA40	ENST00000516240
SNORA40	ENST00000516274
SNORA40	ENST00000578927
SNORA40	ENST00000516884
SNORA40	ENST00000516329
SNORA40	ENST00000516379
SNORA40	ENST00000516543
MIR519C	ENST00000385053
DUSP6	ENST00000279488
RP3-393E18.1	ENST00000404609
AC005307.3	ENST00000592347
RPL21P44	ENST00000491826
RARRES2P5	ENST00000564013
RCE1	ENST00000309657
LA16c-306E5.3	ENST00000574423
RP11-134O21.1	ENST00000520570
RP11-169I9.2	ENST00000582031
PFKFB1	ENST00000375006
RP11-292D4.2	ENST00000515530
RNF114	ENST00000244061
RP11-982M15.8	ENST00000564585
ALDH9A1	ENST00000354775
RP1-17K7.3	ENST00000525382
SCARNA2	ENST00000602755
RP11-84A19.3	ENST00000527035
RNA5SP166	ENST00000364976
LOXL2	ENST00000389131
CCL23	ENST00000293280
CTD-2306M5.1	ENST00000507887
NPM1P21	ENST00000513394
LINC00308	ENST00000572717
LINC00308	ENST00000419431
KRT25	ENST00000312150
KCNIP1	ENST00000434108
IDSP1	ENST00000324799
IDSP1	ENST00000599088
PEX12	ENST00000225873
RN7SKP24	ENST00000515888
AC023128.2	ENST00000420880
HOXA2	ENST00000222718
RNU6-384P	ENST00000364900
TUBA4B	ENST00000490341
LGALS2	ENST00000215886
RNU6-1044P	ENST00000384755
KCNJ2	ENST00000243457
ACOT1	ENST00000311148
MIR4661	ENST00000582720
FAM220A	ENST00000313324
RP11-11N9.4	ENST00000500843
PPFIBP2	ENST00000299492
RP11-471L13.3	ENST00000582566
RNA5SP66	ENST00000517178
LMLN	ENST00000420910
HNRNPA3P5	ENST00000455201
ZNF774	ENST00000354377
RNF5	ENST00000432616
RNF5	ENST00000413786
RNF5	ENST00000453473
RNF5	ENST00000456167
RNF5	ENST00000449794
RNF5	ENST00000445885
RNF5	ENST00000427134
AP003419.11	ENST00000543494
GS1-388B5.1	ENST00000485294
RP11-6B19.2	ENST00000545999
MIR4294	ENST00000584548
RP4-765C7.2	ENST00000455621
IGFBP3	ENST00000381083
RP11-152L7.2	ENST00000456026
FABP5P3	ENST00000477993
DISP2	ENST00000267889
CYP20A1	ENST00000429815
RP11-333J10.3	ENST00000587240
ABCB9	ENST00000442028
RP11-434I12.5	ENST00000521579
RP11-213H15.4	ENST00000607854
MIR140	ENST00000385282
ENO1P4	ENST00000416471
PTGFRN	ENST00000393203
CHST7	ENST00000276055
RP11-158C21.3	ENST00000507985
RP11-783K16.5	ENST00000538355
ZFP36	ENST00000594442
FAM185A	ENST00000413034
CTA-373H7.7	ENST00000382641
VN1R110P	ENST00000438988
VN1R110P	ENST00000595674
RP11-428J1.2	ENST00000404109
RP11-571L19.8	ENST00000609071
SHH	ENST00000297261
RP11-536C10.11	ENST00000546860
HERC2P8	ENST00000564334
RP11-379I19.2	ENST00000524110
ZNF202	ENST00000336139
TLR10	ENST00000308973
GOLGA4	ENST00000356847
VNN2	ENST00000326499
CLSTN3	ENST00000537408
RP5-1119A7.14	ENST00000442579
CTD-2620I22.1	ENST00000600068
LRRC43	ENST00000339777
LRRC29	ENST00000341546
PNMA5	ENST00000361887
PNMA5	ENST00000593850
SLITRK4	ENST00000596188
SLITRK4	ENST00000338017
MIR548AP	ENST00000584739
RNF213	ENST00000508628
RP11-178C3.6	ENST00000585345
RNU2-38P	ENST00000489182
RNU2-38P	ENST00000410856
MIR2909	ENST00000581942
MED20	ENST00000265350
DPP10-AS2	ENST00000446992
AC073987.1	ENST00000422683
TJAP1	ENST00000372445
NKX2-4	ENST00000351817
HMGN2P8	ENST00000391458
RP11-400K9.4	ENST00000426023
WDR55	ENST00000358337
CTB-7E3.1	ENST00000523742
RP5-878I13.1	ENST00000450104
RNU6-68P	ENST00000516576
SLIT2	ENST00000273739
RP11-144O23.8	ENST00000573781
RP11-144O23.8	ENST00000576062
RP11-144O23.8	ENST00000541449
RPS2P25	ENST00000467247
DAG1	ENST00000308775
ANKRD26	ENST00000436985
EXOC7P1	ENST00000509881
RP11-644F5.15	ENST00000554248
TECRL	ENST00000381210
AC016683.5	ENST00000438409
RP11-62C3.6	ENST00000457003
LIPN	ENST00000404459
METTL6	ENST00000383790
RP11-80F22.4	ENST00000567902
BTG4	ENST00000356018
PVALB	ENST00000216200
ST3GAL4	ENST00000356132
RP11-334A14.5	ENST00000447867
DUX4L7	ENST00000569463
DUX4L7	ENST00000553598
DUX4L7	ENST00000561772
MACF1	ENST00000567887
RNF44	ENST00000274811
RP11-301L8.2	ENST00000411847
IFITM2	ENST00000399817
MTND5P14	ENST00000441481
AURKAIP1	ENST00000321751
RNU2-19P	ENST00000517288
UBE2T	ENST00000367274
RP13-238F13.3	ENST00000604581
RP11-76N22.1	ENST00000415219
RNU6-381P	ENST00000391259
TRPV3	ENST00000301365
RPL7P3	ENST00000561939
RPL7P3	ENST00000441388
RPL21P13	ENST00000488305
TSSC1	ENST00000398659
RP11-80H5.6	ENST00000428166
RNU6-966P	ENST00000516479
LINC00326	ENST00000457339
RP1-273G13.2	ENST00000341045
RP11-180C1.1	ENST00000507759
SARDH	ENST00000371872
TDP1	ENST00000335725
MIR101-2	ENST00000362195
RP11-5P18.5	ENST00000437156
RP11-344L21.1	ENST00000525414
CTD-2037L6.2	ENST00000505861
UBTFL2	ENST00000411859
RPL19P14	ENST00000495884
RP11-932O9.10	ENST00000602684
LINC00396	ENST00000411690
RP11-504E21.1	ENST00000427910
MMP21	ENST00000368808
RP11-174G17	ENST00000419667
GPATCH8	ENST00000591680
MIR3184	ENST00000586878
RNU6-544P	ENST00000363276
RP5-1029F21.3	ENST00000571282
ZFYVE28	ENST00000290974
WAC	ENST00000354911
AC005522.6	ENST00000395416
RP11-574H6.1	ENST00000569928
NID1	ENST00000264187
AC005624.2	ENST00000587826
RP11-61I13.3	ENST00000607675
RP11-674I16.2	ENST00000603137
HIST1H2BD	ENST00000289316
WISP3	ENST00000581324
WISP3	ENST00000361714
RPS29P6	ENST00000438196
EPHB4	ENST00000358173
WARS2	ENST00000235521
RP11-761I4.4	ENST00000607019
RP11-1259L22.1	ENST00000521803
CTD-2369P2.8	ENST00000589379
SBF1P1	ENST00000444527
RP11-448G15.3	ENST00000561486
SCYL1	ENST00000270176
AC027601.1	ENST00000575922
OR1K1	ENST00000277309
RNU6-74P	ENST00000384235
RP11-99L13.2	ENST00000557721
OR8U1	ENST00000302270
ELL2	ENST00000237853
HIST1H4J	ENST00000355057
AC013470.8	ENST00000453438
FCN2	ENST00000291744
RP11-271F18.4	ENST00000602311
RP11-423H2.3	ENST00000502514
RP11-374A22.1	ENST00000441521
DEFA3	ENST00000327857
PLEC	ENST00000568193
PLEC	ENST00000322810
BORA	ENST00000390667
RP11-21B23.1	ENST00000568427
RP11-477N3.1	ENST00000606436
SCAMP3	ENST00000302631
SCAMP3	ENST00000570831
RP11-436A7.1	ENST00000509096
LINC01077	ENST00000452288
RP11-458D21.1	ENST00000433081
SSU72	ENST00000291386
SYN2	ENST00000432424
UBE2CP3	ENST00000502715
RGPD3	ENST00000304514
RPL7P10	ENST00000417407
UBAC2	ENST00000403766
RP11-476J6.1	ENST00000556055
RP11-144G6.13	ENST00000605187
MT-TH	ENST00000387441
RP11-1114A5.6	ENST00000605245
RPS12P15	ENST00000489699
RP11-726G23.6	ENST00000520479
RP11-631F7.1	ENST00000423268
RP11-74C1.4	ENST00000434112
C18orf54	ENST00000382911
RP11-399H11.3	ENST00000452377
FLG-AS1	ENST00000392688
RP1-159A19.4	ENST00000443579
C6orf163	ENST00000388923
ACAN	ENST00000439576
AC005276.1	ENST00000411856
RP11-292E2.1	ENST00000498457
RP11-217C7.1	ENST00000514134
RP11-797E24.3	ENST00000586610
RNU1-68P	ENST00000517116
IWS1	ENST00000295321
OR6Q1	ENST00000302622
RP11-15G16.1	ENST00000521725
RAD23A	ENST00000586534
RNU2-7P	ENST00000410794
SUMO2	ENST00000420826
AP1AR	ENST00000274000
RP11-746P2.3	ENST00000447960
KRT18P48	ENST00000571758
KRT18P48	ENST00000434763
RP5-1115A15.1	ENST00000449895
C1orf35	ENST00000272139
RN7SL851P	ENST00000480512
RP11-548K12.4	ENST00000449138
ZFAND4	ENST00000344646
CKAP2L	ENST00000302450
REEP1	ENST00000538924
CDK2AP1	ENST00000261692
MTND5P1	ENST00000445440
CTD-2516K3.3	ENST00000510053
PALD1	ENST00000263563
TRAV14DV4	ENST00000390440
RP11-349J5.2	ENST00000416448
WDR19	ENST00000399820
C17orf98	ENST00000398575
RP11-403B2.3	ENST00000556676
CENPC	ENST00000273853
FBLN2	ENST00000404922
RP11-631M21.1	ENST00000562162
ANTXR1	ENST00000303714
CACUL1	ENST00000369151
FOXO1B	ENST00000504678
RP11-164A6.1	ENST00000566263
RNU6-80P	ENST00000384195
SASS6	ENST00000287482
RP11-383G6.4	ENST00000481134
TNFAIP6	ENST00000243347
ZNF215	ENST00000278319
DDX20	ENST00000369702
AC144838.3	ENST00000564425
AC144838.3	ENST00000584107
OR10H1	ENST00000334920
CNGB1	ENST00000251102
NPB	ENST00000573081
TCF7L1-IT1	ENST00000433581
RNU6-1073P	ENST00000517182
SNORD39	ENST00000579216
SNORD39	ENST00000579995
SNORD39	ENST00000584451
RP11-396J6.1	ENST00000526382
HSD17B1P1	ENST00000590052
RNU4ATAC2P	ENST00000408674
C17orf97	ENST00000567104
C17orf97	ENST00000360127
RP11-158L12.2	ENST00000541494
OR10D1P	ENST00000355343
AKAP7	ENST00000541650
AL035610.2	ENST00000453420
RNY4P20	ENST00000516678
RNY1P1	ENST00000364372
MANSC1	ENST00000535902
RN7SL708P	ENST00000580952
OAZ1	ENST00000588673
TUBBP5	ENST00000503395
GNPTG	ENST00000204679
CLDN16	ENST00000264734
RP5-998G20.1	ENST00000433554
TBC1D3F	ENST00000327454
AC134915.1	ENST00000426461
CLDN15	ENST00000308344
OR9S24P	ENST00000426985
ANKRD53	ENST00000360589
ANKRD53	ENST00000607043
TPMTP4	ENST00000450749
FGD5P1	ENST00000502451
ALG1L13P	ENST00000523017
SNORD114-16	ENST00000363044
GNA13	ENST00000439174
EIF4EBP1P1	ENST00000557776
NHLH1	ENST00000302101
OSBP	ENST00000263847
MIR1258	ENST00000408313
RNU6-257P	ENST00000410238
AC034110.1	ENST00000415242
GCAT	ENST00000323205
CES1	ENST00000360526
CES1	ENST00000574513
HINT2	ENST00000259667
MIR4263	ENST00000584745
RP11-102F4.2	ENST00000533344
RP4-583P15.14	ENST00000467211
HIST1H3PS1	ENST00000404612
C7orf43	ENST00000316937
ADH1A	ENST00000209668
MIR3671	ENST00000580455
PDE4A	ENST00000352831
AC005104.3	ENST00000414896
LINC00210	ENST00000431637
RP1-197O17.3	ENST00000438615
RBM22P2	ENST00000393978
FMO2	ENST00000209929
EIF3K	ENST00000248342
DVL3	ENST00000313143
RP11-318A15.7	ENST00000587459
TPH2	ENST00000333850
ALPI	ENST00000295463
ZBED5	ENST00000413761
RP11-125O18.1	ENST00000504050
SYT17	ENST00000355377
RP11-150O12.2	ENST00000517897
C3orf58	ENST00000315691
RAD17P1	ENST00000418130
RNU7-47P	ENST00000515978
RP11-49K4.2	ENST00000543403
C17orf77	ENST00000328023
DDX6P2	ENST00000397726
RP3-399J4.4	ENST00000605309
CES4A	ENST00000326686
ASB1	ENST00000264607
AURKA	ENST00000312783
UBE2O	ENST00000319380
HBA1	ENST00000320868
EIF5AP2	ENST00000585668
CHCHD2P4	ENST00000418701
SGSM3	ENST00000248929
SERPINA5	ENST00000329597
CORO2B	ENST00000566799
RP11-109D24.1	ENST00000562568
RNU6-4P	ENST00000384205
ARMCX3	ENST00000341189
ARMCX3	ENST00000598606
HSPB6	ENST00000004982
RNA5SP113	ENST00000410486
AASDHPPT	ENST00000278618
SNORD111B	ENST00000408587
NTF3	ENST00000423158
RNU6-862P	ENST00000362804
ZBTB20-AS3	ENST00000498630
XXbac-BPGBPG24O18.1	ENST00000604325
RP11-466F5.4	ENST00000437709
RP11-354P11.2	ENST00000577420
NUS1P2	ENST00000417358
HIST1H4L	ENST00000355981
RP11-758M4.3	ENST00000523157
RP11-340C20.3	ENST00000603008
RP11-649E7.7	ENST00000556657
PDE4C	ENST00000355502
MIR4667	ENST00000578933
C22orf24	ENST00000543051
RNU6-250P	ENST00000516958
RP11-96G10.1	ENST00000522274
RP11-96G10.1	ENST00000571196
HMGN2P46	ENST00000409454
RP1-303A1.1	ENST00000405326
MIRLET7I	ENST00000362309
MAP2K4	ENST00000415385
LINC00226	ENST00000415154
TAS2R50	ENST00000570541
TAS2R50	ENST00000575654
TAS2R50	ENST00000506868
ANKRD30BL	ENST00000409867
RP11-468N14.5	ENST00000503319
RP11-380D11.2	ENST00000565259
RN7SKP267	ENST00000599958
RN7SKP267	ENST00000410381
RRP1	ENST00000497547
AP000697.6	ENST00000430607
TTF2	ENST00000369466
AC005532.5	ENST00000436578
RP5-1173A5.1	ENST00000526922
AC007277.3	ENST00000428156
TMPRSS2	ENST00000398585
NBEAL2	ENST00000450053
RNU6-497P	ENST00000365316
OIP5-AS1	ENST00000500949
DZIP1	ENST00000347108
MIR559	ENST00000385188
RP1-111B22.3	ENST00000607298
IGKV1OR10-1	ENST00000442306
SPRTN	ENST00000295050
RRM2B	ENST00000522368
GNG7	ENST00000382159
APCDD1L-AS1	ENST00000447767
RNU5F-7P	ENST00000363696
COPS7B	ENST00000410017
MINA	ENST00000333396
RNU6-865P	ENST00000364772
RP11-181D18.4	ENST00000523233
ADORA3	ENST00000369716
ZNF480	ENST00000468240
H6PD	ENST00000602477
MFAP4	ENST00000497081
OSTC	ENST00000512478
MYL6B	ENST00000207437
RP11-742D12.2	ENST00000602333
MAP1LC3A	ENST00000374837
IGHD2OR15-2A	ENST00000603077
MYADML	ENST00000474610
RPEP2	ENST00000432149
FAM111A	ENST00000361723
RP11-144F15.1	ENST00000551505
RP11-241F15.7	ENST00000513357
RP11-88H10.3	ENST00000494509
C8orf49	ENST00000525043
CTD-2278I10.1	ENST00000597592
RP11-567G24.3	ENST00000412311
LINC00362	ENST00000414345
RN7SL378P	ENST00000582657
FUK	ENST00000378912
HARS	ENST00000504156
PMEPA1	ENST00000341744
EIF1AX-AS1	ENST00000424026
CTD-2576F9.2	ENST00000602330
TRAJ39	ENST00000390498
LRRC26	ENST00000371542
CTD-2296D1.5	ENST00000500616
RP11-420K14.2	ENST00000594186
LINC00665	ENST00000591372
LINC01066	ENST00000415283
RP1-93H18.6	ENST00000476099
RP5-899E9.1	ENST00000608884
SLC10A5	ENST00000518568
NOX4	ENST00000413594
TEX13B	ENST00000302917
AC009362.2	ENST00000427253
RNA5SP389	ENST00000362784
SLCO1A2	ENST00000307378
OR5T1	ENST00000313033
OR5T1	ENST00000576733
ZHX2	ENST00000314393
CTB-23I7.2	ENST00000520621
FAM20A	ENST00000592554
KCNT2	ENST00000294725
FOLH1B	ENST00000532352
RP11-973N13.2	ENST00000556933
SETP4	ENST00000455717
ACOT7	ENST00000377855
IL18RAP	ENST00000264260
RP11-444K7.8	ENST00000575254
RP11-444K7.8	ENST00000532142
OR4G1P	ENST00000588632
RP11-674I16.1	ENST00000603006
MIR30A	ENST00000385092
LINC00500	ENST00000515860
RP11-669B18.1	ENST00000552481
RXRA	ENST00000594882
RXRA	ENST00000481739
GPA33	ENST00000367868
FAM41AY2	ENST00000458627
MRPS17P9	ENST00000511924
GAS7	ENST00000432992
EIF3M	ENST00000531120
RPL18P10	ENST00000425606
AGBL4-IT1	ENST00000457061
MTHFD2P7	ENST00000483867
RN7SL351P	ENST00000469306
THEMIS2	ENST00000373921
RP11-552O4.1	ENST00000584560
LCAT	ENST00000264005
HMGB1P10	ENST00000395823
MIR3121	ENST00000579680
PHKG2	ENST00000328273
CTD-2318H23.1	ENST00000513925
DPPA2P4	ENST00000563717
IQGAP2	ENST00000274364
AC098614.1	ENST00000426040
AC034198.7	ENST00000502828
SNTB1	ENST00000395601
RP11-420L9.5	ENST00000603791
OR4A46P	ENST00000527255
RP11-806L2.2	ENST00000585150
MEX3B	ENST00000329713
GLRA4	ENST00000372617
SNRPFP1	ENST00000414761
RP4-545C24.5	ENST00000462678
GPR150	ENST00000380007
AC004383.3	ENST00000438135
RNA5SP179	ENST00000517284
OR5AS1	ENST00000313555
CTD-2228K2.2	ENST00000515583
EIF2A	ENST00000460851
RP11-363J20.1	ENST00000554898
DRD5P2	ENST00000421395
DRD5P2	ENST00000582255
TRBV5-6	ENST00000563598
TRBV5-6	ENST00000390375
TTLL11-IT1	ENST00000411790
TUSC3	ENST00000503731
RBPJ	ENST00000342295
SLC30A1	ENST00000367001
ZNF709	ENST00000397732
ZNF709	ENST00000428311
MIEF2	ENST00000395706
ZW10	ENST00000200135
RP11-1336O20.2	ENST00000507934
GPR137C	ENST00000321662
GSC	ENST00000238558
MED18	ENST00000373842
ZFAND1	ENST00000220669
PGA3	ENST00000325558
ZAN	ENST00000349350
GDF5OS	ENST00000374375
RNU6-32P	ENST00000383948
IGHV4OR15-8	ENST00000557788
OSGIN1	ENST00000343939
RPL5P24	ENST00000463742
OR6C65	ENST00000379665
C19orf52	ENST00000270502
CTD-2311M21.2	ENST00000562009
VENTX	ENST00000325980
RNU11-4P	ENST00000391149
CSNK2A3	ENST00000528848
RP11-52I18.1	ENST00000424289
XXbac-B135H6.18	ENST00000610278
AC002056.3	ENST00000514936
RNU2-44P	ENST00000516795
AATK	ENST00000326724
RP3-483K16.4	ENST00000605281
WDR89	ENST00000267522
RP11-44N17.2	ENST00000604771
MIR129-1	ENST00000384972
SNRPF	ENST00000552085
BTBD7	ENST00000334746
UBL5P1	ENST00000507979
RPH3A	ENST00000389385
RASL11A	ENST00000241463
MAGED4B	ENST00000431659
MAGED4B	ENST00000600173
RNU6-1288P	ENST00000516050
NODAL	ENST00000287139
CICP19	ENST00000592994
HPS5	ENST00000349215
RP11-200A13.1	ENST00000483263
C1orf106	ENST00000367342
ZNF175	ENST00000262259
CTD-2006C1.10	ENST00000547473
RP11-489O18.1	ENST00000521793
GTF3C4	ENST00000372146
FAM21C	ENST00000578828
FAM21C	ENST00000374362
BTF3L4P4	ENST00000506381
MIR4727	ENST00000584037
TMEM154	ENST00000304385
RNU6-1232P	ENST00000516299
KATNBL1P5	ENST00000605015
RP11-1057B6.1	ENST00000608851
CYCSP28	ENST00000534284
CTC-524C5.2	ENST00000575890
AC004870.4	ENST00000445615
SLC2A7	ENST00000400906
RP11-554A11.5	ENST00000562506
CASC8	ENST00000502082
TMEM200B	ENST00000420504
TM4SF18	ENST00000296059
TCEB1P5	ENST00000604924
FUT7	ENST00000314412
HAS3	ENST00000306560
RNU1-101P	ENST00000391171
RIN3	ENST00000216487
OFD1P9Y	ENST00000417699
FADS6	ENST00000310226
RP11-69M1.3	ENST00000429127
RAPGEF1	ENST00000372190
CA5AP1	ENST00000568175
RP1-203C2.4	ENST00000428208
FAM90A11P	ENST00000518378
AL022345.7	ENST00000607292
RP11-98H4.4	ENST00000521595
RNU6-739P	ENST00000391038
CTD-2611O12.6	ENST00000596381
RP4-724E13.2	ENST00000582616
EPN3	ENST00000537145
HDDC2	ENST00000398153
UBE2Q2L	ENST00000558195
HCFC2	ENST00000229330
VN1R12P	ENST00000403778
RP11-1E11.1	ENST00000375867
RP11-1E11.1	ENST00000576849
RP11-800A3.2	ENST00000400985
RP11-285E9.5	ENST00000584075
RP11-285E9.5	ENST00000578154
RP3-521E19.3	ENST00000551552
RP11-278H7.4	ENST00000441338
RP11-14K3.7	ENST00000566449
HCN3	ENST00000575670
HCN3	ENST00000368358
CTB-47B11.3	ENST00000508443
snoZ40	ENST00000364540
RP11-647P12.1	ENST00000507782
TRPC7	ENST00000513104
RANBP10	ENST00000602677
AP000721.4	ENST00000535431
RP11-575N15.1	ENST00000605632
AC009120.6	ENST00000566411
SYT10	ENST00000228567
PES1P1	ENST00000508165
RNA5SP296	ENST00000410523
SNORD113-1	ENST00000365321
RP3-468K18.5	ENST00000545614
PTP4A2P1	ENST00000590314
FOXA2	ENST00000419308
RP11-357K6.1	ENST00000545276
RP11-139E19.2	ENST00000548155
RP11-729M20.1	ENST00000514327
MPI	ENST00000352410
PLSCR4	ENST00000354952
AP000235.3	ENST00000424017
RP11-506N2.1	ENST00000513551
LINC00681	ENST00000530150
RNU6-490P	ENST00000362985
TRDJ3	ENST00000390476
ARID4B	ENST00000264183
AC068538.4	ENST00000414647
NHP2P1	ENST00000335274
ALPK1	ENST00000177648
RP1-97G4.1	ENST00000552736
PCCB	ENST00000468777
AC004702.2	ENST00000580225
RP11-431K24.3	ENST00000452982
SCUBE1	ENST00000360835
TET3	ENST00000409262
RP11-482D24.2	ENST00000547531
RP11-785H5.2	ENST00000574320
RP11-785H5.2	ENST00000575755
RP11-785H5.2	ENST00000543969
RP4-586O15.1	ENST00000423410
RP11-640N20.9	ENST00000583895
SYDE1	ENST00000342784
AL157359.4	ENST00000440372
RN7SL538P	ENST00000494227
RP11-474N24.6	ENST00000609787
RP11-319E16.2	ENST00000544842
PFKP	ENST00000381125
SCRN3	ENST00000272732
SFXN5	ENST00000272433
RNU4-46P	ENST00000410818
F13B	ENST00000367412
RNU6-409P	ENST00000384114
RP11-806K15.1	ENST00000514864
RNU7-59P	ENST00000459101
RP11-329B9.3	ENST00000609211
RNA5SP489	ENST00000410986
RP11-446F17.3	ENST00000434329
AC007390.4	ENST00000415722
TMEM116	ENST00000552374
CTB-91J4.1	ENST00000567839
CTB-91J4.1	ENST00000585402
CTB-91J4.1	ENST00000592460
RETN	ENST00000221515
ANO4	ENST00000570509
ANO4	ENST00000392977
RP5-827L5.1	ENST00000441660
BHMT	ENST00000274353
RP11-329B9.5	ENST00000609524
GAD1	ENST00000358196
RP11-227D13.1	ENST00000558061
UGT1A5	ENST00000373414
MIR4271	ENST00000582451
RP11-203F10.5	ENST00000437919
RP1-90G24.6	ENST00000452181
RP11-32K4.1	ENST00000524360
COL4A6	ENST00000372216
RP11-1042B17.3	ENST00000557618
CTD-3233P19.8	ENST00000601088
KCNK10	ENST00000312350
OR6N2	ENST00000339258
ATP8A1	ENST00000381668
TCEB1P18	ENST00000434209
DENND4B	ENST00000361217
RP11-10A14.4	ENST00000518496
CYCSP10	ENST00000417973
POP4	ENST00000585603
RP11-846F4.11	ENST00000608618
RP11-846F4.11	ENST00000578745
AC002984.2	ENST00000591692
RP11-415F23.2	ENST00000607464
RP11-175M2.1	ENST00000503994
RP11-238I10.1	ENST00000523264
RP11-401E5.2	ENST00000506662
ACTN4P1	ENST00000514175
VRTN	ENST00000256362
HIST1H2BI	ENST00000377733
CTD-2196E14.6	ENST00000568262
OR14J1	ENST00000434778
OR14J1	ENST00000451272
OR14J1	ENST00000420495
OR14J1	ENST00000435798
OR14J1	ENST00000421489
OR14J1	ENST00000377160
OR14J1	ENST00000230221
FAM198B	ENST00000393807
IGKV1-16	ENST00000479981
TJP3	ENST00000262968
HGFAC	ENST00000511533
DHX40	ENST00000251241
PLCD1	ENST00000463876
CHIC2	ENST00000263921
C1orf131	ENST00000366649
OR2A1-AS1	ENST00000498397
AC004129.7	ENST00000457229
