STYX	ENST00000354586
RP11-848P1.4	ENST00000584499
LOXL2	ENST00000389131
SOX14	ENST00000306087
AC006116.24	ENST00000591836
DNAJB6	ENST00000459889
AP000289.6	ENST00000421051
RP11-167B3.1	ENST00000557499
SNAPC1	ENST00000216294
UQCRC1	ENST00000203407
EIF3G	ENST00000253108
RP11-336F14.1	ENST00000526444
RP11-109I13.2	ENST00000625812
RGMB	ENST00000308234
HSD11B1L	ENST00000616276
TAS2R16	ENST00000249284
RP11-6N17.10	ENST00000578239
CCDC110	ENST00000510617
VN1R17P	ENST00000472048
TUBB8P2	ENST00000402141
RP11-72M17.1	ENST00000556874
ZDHHC8	ENST00000405930
TRAJ20	ENST00000390517
UBE2L4	ENST00000587688
NAT6	ENST00000354862
ROCK2	ENST00000315872
RN7SL11P	ENST00000471305
RP11-607P23.1	ENST00000604939
RP11-876N24.3	ENST00000625054
RP11-91H12.3	ENST00000502354
PPOX	ENST00000352210
STOX1	ENST00000298596
RP11-100L22.3	ENST00000521317
PRLH	ENST00000165524
COMP	ENST00000222271
AC104113.3	ENST00000457499
CTC-470E21.1	ENST00000513509
FAM166AP4	ENST00000621770
NR1I2	ENST00000337940
ZNF189	ENST00000339664
CROCC2	ENST00000443866
RNA5SP329	ENST00000365277
LINC00972	ENST00000438065
INHBA	ENST00000242208
RP11-619L12.4	ENST00000517582
CTD-3252C9.2	ENST00000591242
PCBP2P1	ENST00000437262
AC104654.2	ENST00000436551
RP11-158I9.8	ENST00000610705
RP11-45A17.4	ENST00000617191
RP11-259O18.5	ENST00000631830
RP11-710M11.1	ENST00000577490
RP11-774O3.3	ENST00000505448
IQCB1	ENST00000310864
ZG16	ENST00000400752
RP11-38C18.3	ENST00000441773
RNU6-660P	ENST00000364566
CYP51A1P1	ENST00000492267
ERVV-1	ENST00000602168
BMP1	ENST00000306385
TBCE	ENST00000543662
RNU1-29P	ENST00000606574
CES1	ENST00000360526
RP11-347H15.1	ENST00000533593
RP11-341D18.5	ENST00000625078
RP11-545P6.2	ENST00000430214
CTD-2062F14.2	ENST00000556820
RN7SKP46	ENST00000515942
MCF2	ENST00000519895
RP11-296K13.4	ENST00000584958
CTD-2527I21.4	ENST00000592174
KRTAP19-10P	ENST00000445258
RP11-326A19.3	ENST00000570120
RP11-373D23.3	ENST00000605056
RNA5SP278	ENST00000517055
RP3-347M6.3	ENST00000610385
RP11-121E16.1	ENST00000551571
CLCP1	ENST00000455251
PSMA4	ENST00000044462
RN7SL471P	ENST00000580476
ZNF484	ENST00000395505
RP11-356M20.3	ENST00000558749
CMB9-55F22.1	ENST00000623846
FABP9	ENST00000379071
SNORD44	ENST00000363202
Z99756.1	ENST00000458463
PKMP4	ENST00000523134
PKP3	ENST00000331563
DDX3P1	ENST00000418231
RP11-730G20.1	ENST00000522127
OR5D2P	ENST00000524390
ZSWIM7	ENST00000399277
CTD-2017D15.1	ENST00000510162
BEX4	ENST00000372691
MS4A1	ENST00000345732
MED11	ENST00000293777
RP11-52J3.3	ENST00000411838
C1orf87	ENST00000371201
AC018755.16	ENST00000596210
BRAP	ENST00000419234
ZNF672	ENST00000306562
KLHL17	ENST00000338591
TIE1	ENST00000372476
HMGB3P14	ENST00000494195
CNKSR3	ENST00000607772
CACNG3	ENST00000005284
CXADR	ENST00000284878
MRPS33	ENST00000324787
RP11-64C12.6	ENST00000592370
RP11-382D12.2	ENST00000605589
NARF-IT1	ENST00000584012
SPDEF	ENST00000374037
CTD-3051D23.1	ENST00000556430
FAM169A	ENST00000389156
PIK3AP1	ENST00000339364
UBE2CP4	ENST00000561405
RP11-644F5.10	ENST00000550412
RP11-993B23.1	ENST00000545989
ELF1	ENST00000239882
TMEM107	ENST00000316425
UBAP1	ENST00000625521
RP11-666A8.11	ENST00000589690
RP11-506K6.4	ENST00000607565
PROM2	ENST00000317620
NINJ2	ENST00000305108
EDIL3	ENST00000296591
CTD-3224I3.3	ENST00000524855
SLC20A1	ENST00000272542
SLIRP	ENST00000557431
DDX4	ENST00000505374
POU5F1	ENST00000259915
MIR520E	ENST00000384867
TERB1	ENST00000433154
C16orf59	ENST00000361837
PPIAP14	ENST00000577627
AC005609.19	ENST00000623320
SFR1P2	ENST00000421841
RP11-855A2.2	ENST00000624035
PADI6	ENST00000619609
LAMTOR3	ENST00000499666
RN7SL361P	ENST00000470785
SNORD72	ENST00000390994
LINC00668	ENST00000580197
ASB13	ENST00000357700
RNA5SP392	ENST00000516905
RP13-39P12.3	ENST00000434097
RP11-431D12.1	ENST00000523232
RP1-15D23.2	ENST00000432694
RHEBP1	ENST00000448647
SIPA1	ENST00000394224
MIR548T	ENST00000408369
CEP72	ENST00000264935
RP11-546B8.3	ENST00000523223
KYNUP2	ENST00000582280
SEC63	ENST00000369002
MOV10L1	ENST00000262794
RP11-90P5.5	ENST00000476186
RP11-339B21.8	ENST00000449048
ZFP57	ENST00000488757
ARSI	ENST00000328668
PDC	ENST00000391997
PGK1P2	ENST00000431702
APOB	ENST00000233242
LINC00626	ENST00000420691
RP11-375N15.1	ENST00000507315
LINC01432	ENST00000449427
RNA5SP358	ENST00000362973
RRM1-AS1	ENST00000529323
RPS6KA1	ENST00000531382
FAM86JP	ENST00000485843
SHE	ENST00000304760
AC091705.1	ENST00000412197
RP1-172I22.1	ENST00000406666
NPEPPS	ENST00000322157
BMI1P1	ENST00000445879
FTH1P23	ENST00000492727
AP004372.1	ENST00000419440
GOLGA8M	ENST00000563027
RP11-474N24.6	ENST00000609787
RN7SKP118	ENST00000364331
CABLES1	ENST00000256925
RP1-159M24.1	ENST00000418595
VN1R82P	ENST00000601481
RP11-292E2.4	ENST00000462835
OR7A5	ENST00000322301
HSPD1P2	ENST00000530524
PRSS38	ENST00000366757
CRYAA	ENST00000291554
HSD17B2	ENST00000199936
RNU6-108P	ENST00000365558
RP11-100N3.2	ENST00000525668
RP11-10O17.3	ENST00000562869
GUCY1B3	ENST00000502959
ZNF574	ENST00000222339
RNU6-158P	ENST00000517104
PNLIPRP2	ENST00000579578
RP5-1022P6.7	ENST00000587737
RP11-300E4.2	ENST00000520778
NUP210L	ENST00000368559
CFAP47	ENST00000378653
TRIP12	ENST00000389044
KIF2B	ENST00000268919
RPL3P3	ENST00000467870
OR4K15	ENST00000305051
TCEA1P1	ENST00000449716
CTD-2017D11.1	ENST00000597683
MTND3P6	ENST00000485242
TUBBP5	ENST00000503395
COX17P1	ENST00000378775
TRIM23	ENST00000231524
PPIAP32	ENST00000449940
RP1-281E18.1	ENST00000619841
LINC00434	ENST00000423739
ANKRD46	ENST00000520552
GABRR3	ENST00000472788
C1orf115	ENST00000294889
RP11-848P1.2	ENST00000580979
ACTL6A	ENST00000429709
COG6	ENST00000455146
RP11-359P18.1	ENST00000511619
SPATA31E3P	ENST00000613133
RNA5SP146	ENST00000410743
RP5-906A24.1	ENST00000623613
CTB-1H10.1	ENST00000507391
MIR4456	ENST00000582112
CTD-2200P10.1	ENST00000583666
CTC-458G6.2	ENST00000507491
FRMD8P1	ENST00000440433
RP11-554L12.2	ENST00000552843
RP13-766D20.4	ENST00000617888
DHX9	ENST00000367549
RNU6-1228P	ENST00000391014
SMURF1	ENST00000361125
SERPINI1	ENST00000295777
ATP5I	ENST00000304312
CT47B1	ENST00000371311
RNU4ATAC14P	ENST00000516204
RP11-298J23.5	ENST00000438967
RP11-527D7.1	ENST00000444330
RP11-1398P2.1	ENST00000466692
YPEL5P1	ENST00000419731
SETP1	ENST00000556014
RP5-1097F14.1	ENST00000435008
IGHV1-18	ENST00000390605
PIGN	ENST00000357637
RP1-125I3.4	ENST00000453780
OR7D4	ENST00000308682
SHISA7	ENST00000376325
MTND2P14	ENST00000482139
CTD-2104P17.1	ENST00000452153
LMO1	ENST00000335790
RP11-136I13.2	ENST00000509222
AC108463.1	ENST00000451230
TCEB1P3	ENST00000439303
RP11-838N2.3	ENST00000558690
RP11-111E14.1	ENST00000558050
ZNF609	ENST00000326648
RP11-336N8.2	ENST00000418694
OR10J6P	ENST00000289731
MRPS7	ENST00000579002
ERICH2	ENST00000409885
RP6-24A23.3	ENST00000436013
GXYLT1P6	ENST00000456472
HDAC11-AS1	ENST00000424112
LA16c-366D1.3	ENST00000565879
RP11-294C11.6	ENST00000630145
CTC-518B2.10	ENST00000601280
MIR4524B	ENST00000581569
RP11-98J9.2	ENST00000530492
MIR646	ENST00000385067
MAP3K5	ENST00000359015
MIR125B1	ENST00000385236
RP1-13D10.5	ENST00000408034
RN7SKP257	ENST00000364525
GPR156	ENST00000315843
RP11-420K14.1	ENST00000600907
TMEM238	ENST00000444469
CTA-833B7.2	ENST00000619915
APOBEC3B	ENST00000402182
EGOT	ENST00000414938
RPS10P5	ENST00000492704
LSM11	ENST00000286307
AC017104.2	ENST00000370380
OR51A1P	ENST00000511110
AC002306.1	ENST00000559614
AC005740.3	ENST00000515639
RP11-40C6.2	ENST00000401543
RP11-456D7.1	ENST00000582246
MAGEA8	ENST00000286482
HSPA8P14	ENST00000552265
RP11-15J10.9	ENST00000592972
B3GALNT2	ENST00000366600
PABPC1P10	ENST00000464731
MAT1A	ENST00000372213
PLCH1	ENST00000340059
DUX4L26	ENST00000489078
RP11-629F19.1	ENST00000554380
NAV2-AS4	ENST00000532874
OR5BP1P	ENST00000608772
FCF1P3	ENST00000496394
PABPC5-AS1	ENST00000456187
C4B-AS1	ENST00000415626
SDHA	ENST00000264932
PRAMEF15	ENST00000376152
C2orf16	ENST00000408964
LINC01346	ENST00000412674
PILRB	ENST00000448382
RP11-568K15.2	ENST00000613288
EIF3J	ENST00000261868
RP11-369K17.2	ENST00000604710
RNA5SP351	ENST00000459480
RP4-800O15.1	ENST00000624630
TAS2R3	ENST00000247879
RP11-14I17.2	ENST00000522547
RP11-167J8.3	ENST00000532530
AC010084.1	ENST00000426699
C1orf100	ENST00000308105
NCAPD3	ENST00000534548
RP13-638C3.6	ENST00000581815
RP11-206F17.2	ENST00000414628
PAPD7	ENST00000230859
RP11-152O14.1	ENST00000566439
KRTAP9-8	ENST00000622336
RNU6-657P	ENST00000383904
CTD-2309H9.4	ENST00000523552
HEXA	ENST00000566304
RP11-714G18.1	ENST00000514884
EFNA2	ENST00000215368
PAX5	ENST00000358127
RNU6-1071P	ENST00000364919
RP5-882O7.1	ENST00000447970
RNU6-1306P	ENST00000365219
RP4-799P18.3	ENST00000446433
RP11-286M16.1	ENST00000435973
PRSS35	ENST00000369700
MIR3178	ENST00000581887
RPS4Y2	ENST00000629237
HMGB1P26	ENST00000452520
STAMBPL1	ENST00000371927
USP18	ENST00000215794
RNU6-493P	ENST00000391321
TANGO6	ENST00000261778
ACKR4	ENST00000249887
HNRNPMP2	ENST00000596369
FAM155A	ENST00000375915
IGLV1-41	ENST00000519790
OFD1P5Y	ENST00000447585
INPP5E	ENST00000371712
RP11-561O23.8	ENST00000425587
RP11-16L9.2	ENST00000440162
RBSN	ENST00000253699
RP11-94H6.1	ENST00000508374
RP11-394O2.3	ENST00000612368
RPL23A	ENST00000394938
RP11-382B18.5	ENST00000605634
ZNF619P1	ENST00000446539
RP11-534L6.2	ENST00000440750
SNORA11D	ENST00000408548
LYPLA2P1	ENST00000447689
CENPU	ENST00000281453
LINC00507	ENST00000540882
RP11-545I10.2	ENST00000426090
RP11-113D6.9	ENST00000529793
RNA5SP64	ENST00000384611
MSNP1	ENST00000511640
CTD-2089N3.3	ENST00000508923
RP11-313M3.1	ENST00000486306
ULK4P3	ENST00000568486
RAPGEF4	ENST00000397081
NFIA	ENST00000371189
RP11-1080G15.2	ENST00000518324
LRRC20	ENST00000355790
RP1-197J16.2	ENST00000436830
PRR14	ENST00000300835
AC003986.5	ENST00000452700
EEFSEC	ENST00000254730
RP11-492D6.3	ENST00000557586
SETP22	ENST00000412243
UBXN10	ENST00000375099
ASTN2-AS1	ENST00000418250
MIR4257	ENST00000581735
UBE2J1	ENST00000435041
ERMAP	ENST00000372514
RP11-331F9.3	ENST00000457044
FOCAD-AS1	ENST00000439876
RP11-80B9.1	ENST00000413801
EPHX2	ENST00000521400
PPEF1-AS1	ENST00000430641
RAB19	ENST00000356407
RP11-392P7.1	ENST00000475592
ABHD17AP9	ENST00000561925
RP1-4G17.5	ENST00000577138
OR5P3	ENST00000328375
ATG10-AS1	ENST00000504846
ARSDP1	ENST00000443820
RP11-686F15.2	ENST00000566418
OR4C2P	ENST00000530855
TRAF3IP3	ENST00000367024
CCT4	ENST00000394440
AC002542.2	ENST00000440683
ARG1	ENST00000356962
AC004125.3	ENST00000567624
GLUD1P4	ENST00000590914
RNU6-1275P	ENST00000391087
CALCB	ENST00000523376
SNX18P4	ENST00000456554
RP11-475C16.1	ENST00000492974
RP11-676B18.1	ENST00000624379
PFN4	ENST00000313213
MIR3134	ENST00000579433
RP11-466F5.6	ENST00000400982
COX6B1P5	ENST00000509843
RP11-466F5.10	ENST00000608512
OGFOD3	ENST00000329197
BMP3	ENST00000282701
NECAP2	ENST00000443980
CRYBG3	ENST00000389622
LIFR-AS1	ENST00000500733
TRBJ2-5	ENST00000390417
OR7L1P	ENST00000456181
LLNLF-136C3.1	ENST00000612686
RNA5SP361	ENST00000362686
ZNF285	ENST00000591679
RNU6-768P	ENST00000384683
SEC24A	ENST00000398844
RP4-753D5.3	ENST00000402760
RP11-769O8.2	ENST00000579595
RNU6-84P	ENST00000607737
MXRA5	ENST00000217939
SCHLAP1	ENST00000629145
UBXN2B	ENST00000399598
ARHGEF17	ENST00000263674
OR5BM1P	ENST00000512021
RNA5SP336	ENST00000364189
AC007131.1	ENST00000409590
GGCX	ENST00000233838
MTND4P23	ENST00000447723
RP11-76G10.1	ENST00000514843
RP11-78O9.1	ENST00000439455
RP11-554J4.1	ENST00000608113
XXYLT1-AS2	ENST00000447975
BORCS8	ENST00000462790
AC005178.1	ENST00000508392
RNU6-545P	ENST00000362681
RP1-99E18.2	ENST00000404372
RP11-147G7.3	ENST00000623625
KRT18P9	ENST00000604826
RP11-340A13.3	ENST00000502668
RP11-244H3.4	ENST00000487874
ADAMTS7	ENST00000388820
USP30-AS1	ENST00000478808
RNU105B	ENST00000364478
RNU4-67P	ENST00000364569
LINC00427	ENST00000412722
ZNF667	ENST00000292069
CD79B	ENST00000392795
CEBPD	ENST00000408965
CPHL1P	ENST00000461341
EML2	ENST00000587152
RP11-459F6.1	ENST00000561923
RP11-401I19.1	ENST00000509166
CTD-2568A17.8	ENST00000594114
OR8S21P	ENST00000609970
RPRD1B	ENST00000373433
SLC22A23	ENST00000436008
VN2R9P	ENST00000431428
AFF1	ENST00000395146
RP11-495P10.7	ENST00000445201
MIR3180-4	ENST00000582223
MIR3180-4	ENST00000552015
RP11-138I1.2	ENST00000580996
PAAF1	ENST00000544909
SMC1B	ENST00000357450
RP11-166D18.1	ENST00000504735
RN7SL51P	ENST00000468230
RP11-32B5.2	ENST00000555285
RP11-713N11.4	ENST00000555862
AP000457.2	ENST00000620221
RNU2-22P	ENST00000411266
LINC01502	ENST00000445997
TCEB1P20	ENST00000422460
WBP1LP3	ENST00000523033
TIMP1	ENST00000218388
MRPL23	ENST00000397297
RN7SKP174	ENST00000363803
RP11-855O10.2	ENST00000506329
OR52M1	ENST00000360213
WBP1	ENST00000393972
TEAD2	ENST00000593945
MR1	ENST00000367580
SNORD116-16	ENST00000384533
RPS24P7	ENST00000416921
RP4-595K12.2	ENST00000446582
SLC16A10	ENST00000368851
RP11-411B10.7	ENST00000623071
LINC01544	ENST00000567801
HNF1A-AS1	ENST00000539163
SNORA30	ENST00000365319
SNORA30	ENST00000384028
SNORA30	ENST00000363193
RP11-342M1.7	ENST00000448759
RNU1-98P	ENST00000458992
AC074363.1	ENST00000442316
RP11-342F17.2	ENST00000486157
RP11-956J14.1	ENST00000442274
RP11-848P1.9	ENST00000579692
SLC26A8	ENST00000355574
NME4	ENST00000444498
RP1-90J20.10	ENST00000454998
P3H3	ENST00000290510
MIR98	ENST00000606724
GABPA	ENST00000354828
CCDC183-AS1	ENST00000414656
RP5-855F16.1	ENST00000604183
CTC-575C13.3	ENST00000612475
FAM43B	ENST00000332947
RP11-347C18.1	ENST00000391360
GGT1	ENST00000248923
RNU6-467P	ENST00000517027
RP11-217B1.2	ENST00000569473
RP11-178L8.5	ENST00000569872
RP11-136K7.1	ENST00000510180
LRRTM3	ENST00000361320
CTD-2532D12.5	ENST00000580370
RP11-97C16.1	ENST00000607052
BNC1	ENST00000345382
RN7SL478P	ENST00000584358
RP5-884C9.3	ENST00000424719
RP11-58A18.2	ENST00000621177
RNU4-58P	ENST00000363192
AC004009.2	ENST00000623016
ZNF165	ENST00000377325
CTD-2189E23.2	ENST00000589512
IL25	ENST00000329715
LINC00672	ENST00000583195
RP4-714D9.2	ENST00000432294
AC007099.2	ENST00000444852
RNU4-56P	ENST00000364700
OR2F1	ENST00000624504
RP11-4B16.3	ENST00000613063
CTD-2020P22.1	ENST00000504908
CTD-2586B10.1	ENST00000593792
RNA5SP389	ENST00000362610
SNURFL	ENST00000309296
CECR7	ENST00000441006
RP11-823P9.3	ENST00000502532
HOTTIP_2	ENST00000616633
SAMD8	ENST00000372690
MLNR	ENST00000218721
RP11-316M21.9	ENST00000603270
AC067969.2	ENST00000595853
FAM197Y4P	ENST00000622692
PDLIM2	ENST00000308354
RP13-347D8.1	ENST00000443421
MIR488	ENST00000365739
LINC00678	ENST00000534757
SPARC	ENST00000231061
RNU6-414P	ENST00000363705
RN7SKP60	ENST00000516985
AC005162.5	ENST00000411479
RP4-726F1.1	ENST00000415629
RNU1-61P	ENST00000516107
RP11-12N13.1	ENST00000468627
RP11-451H23.1	ENST00000502510
RLF	ENST00000372771
BEND7P1	ENST00000422058
RP11-185O21.1	ENST00000564266
AC009963.3	ENST00000453431
RP1-140A9.1	ENST00000412228
MIR662	ENST00000384847
RP11-794P6.2	ENST00000635926
AC104820.2	ENST00000435411
B4GALNT1	ENST00000341156
HSPA8P9	ENST00000485881
STRADB	ENST00000194530
RP11-378I6.1	ENST00000568063
RP11-326L17.1	ENST00000563702
RRAGD	ENST00000369415
CTD-2542L18.1	ENST00000567093
TMEM239	ENST00000361033
LRP5	ENST00000294304
KLHL8	ENST00000273963
CTB-129O4.1	ENST00000504573
RP11-44F21.2	ENST00000513770
RP11-154H12.2	ENST00000587174
KRTAP8-2P	ENST00000440620
RP5-864K19.7	ENST00000622355
STMN1P2	ENST00000508435
CBX3P7	ENST00000532876
CTD-2363C16.1	ENST00000522582
CH507-154B10.2	ENST00000624728
RN7SKP290	ENST00000606842
RP1-93H18.1	ENST00000449314
LRRC37BP1	ENST00000417404
MIR3689E	ENST00000582479
MIR1250	ENST00000408098
RCN1	ENST00000054950
SLC14A2	ENST00000255226
RP11-445J14.1	ENST00000509658
RP1-121G13.3	ENST00000406773
RP1-197B17.5	ENST00000611728
ALDH1L1-AS1	ENST00000512384
TIMM13	ENST00000215570
SMARCA2	ENST00000349721
CTD-2187J20.1	ENST00000515077
RP5-1177M21.1	ENST00000432942
TSSK4	ENST00000339917
RP11-323C15.1	ENST00000423396
L3HYPDH	ENST00000247194
RP11-536P6.3	ENST00000453866
PPATP2	ENST00000605635
TMEM132D	ENST00000422113
AC068044.1	ENST00000441585
RP11-287F9.2	ENST00000502661
ALOX5AP	ENST00000617770
MTND5P35	ENST00000557537
MRPS23	ENST00000313608
IGHV1-69-2	ENST00000624687
AC009236.2	ENST00000442821
RP11-31H5.2	ENST00000625170
TMEM223	ENST00000307366
USP12	ENST00000282344
NDNF	ENST00000379692
RPL22P22	ENST00000395439
C10orf35	ENST00000373279
CTD-3138B18.6	ENST00000595301
RP11-431K24.3	ENST00000635451
EIF4G3	ENST00000634879
NCR3LG1	ENST00000338965
RP11-864G5.3	ENST00000526310
AC010649.1	ENST00000592230
RP5-837M10.2	ENST00000446055
OR11K2P	ENST00000553311
RP11-495K9.10	ENST00000624871
RP11-408B11.2	ENST00000555596
CROCCP4	ENST00000633627
DKK4	ENST00000220812
RP11-286B5.1	ENST00000497218
PABPC1P7	ENST00000413177
RP11-452K12.4	ENST00000445808
BPTF	ENST00000321892
NDUFV3	ENST00000354250
LAT2	ENST00000275635
SYCN	ENST00000318438
LLNLR-249E10.1	ENST00000595525
RP11-206L10.2	ENST00000506640
SNORD49B	ENST00000365172
RPL12P7	ENST00000493832
RP11-129M16.4	ENST00000614747
HIRA	ENST00000263208
RP1-148H17.1	ENST00000437920
RPE65	ENST00000262340
DUX4L11	ENST00000611504
PRKAR2B	ENST00000265717
MRPS18B	ENST00000259873
SPEG	ENST00000312358
CLVS2	ENST00000275162
SPNS2	ENST00000329078
RNA5SP337	ENST00000517007
SNAP91	ENST00000369694
RP11-713H12.2	ENST00000605229
SNORD115-47	ENST00000391226
RNU6-804P	ENST00000384286
MRPL11	ENST00000310999
MTND1P9	ENST00000453775
TM4SF4	ENST00000305354
RP11-86A5.1	ENST00000423914
OR7E161P	ENST00000533722
RP11-278L15.7	ENST00000631775
MTCO1P27	ENST00000448269
BROX	ENST00000340934
LRRC73	ENST00000372441
RN7SL667P	ENST00000582817
RBP3	ENST00000584701
RPS26P54	ENST00000473094
AC008985.1	ENST00000624169
RN7SL538P	ENST00000494227
RP11-953B20.2	ENST00000523974
RASGRP4	ENST00000587738
SGSM3	ENST00000248929
BRPF1	ENST00000383829
CTD-2530H12.8	ENST00000532553
FBXL6	ENST00000331890
POLA2	ENST00000265465
AC006050.2	ENST00000436477
LINC00630	ENST00000440496
SZT2	ENST00000634258
TNFRSF11A	ENST00000586569
RP11-472F21.1	ENST00000619978
ZNF835	ENST00000537055
ABHD12B	ENST00000337334
SNW1	ENST00000555761
IFFO2	ENST00000455833
ZKSCAN1	ENST00000324306
LPCAT1	ENST00000283415
SNU13	ENST00000402458
TNR	ENST00000263525
RPL31	ENST00000409038
RP11-727F15.9	ENST00000535817
RNU6-351P	ENST00000516097
RUFY1	ENST00000319449
KIAA0196	ENST00000318410
USP8P1	ENST00000494673
AC005034.2	ENST00000426657
ZNF767P	ENST00000463567
RP5-1154L15.1	ENST00000538067
RN7SL585P	ENST00000470538
RP11-57C19.6	ENST00000417156
CTD-2588C8.8	ENST00000592220
TPPP2	ENST00000321760
COA4	ENST00000541455
UGT1A7	ENST00000373426
GMFG	ENST00000597595
STK32B	ENST00000282908
UNC80	ENST00000439458
SLC25A39P1	ENST00000444461
OR2AQ1P	ENST00000451972
RAD51C	ENST00000337432
MTND5P14	ENST00000441481
GS1-165B14.2	ENST00000604734
RP11-402L5.2	ENST00000523025
PRRG4	ENST00000257836
SNORD50B	ENST00000364995
RNU6-1085P	ENST00000363576
PA2G4P1	ENST00000442248
RP11-58H15.3	ENST00000502445
RP11-386G21.1	ENST00000522186
RPL23AP36	ENST00000413895
AC064834.3	ENST00000432711
RP11-1096D5.2	ENST00000588245
RNU6-562P	ENST00000362731
RP11-1J7.1	ENST00000514103
RP11-63K6.7	ENST00000458201
RP11-762I7.4	ENST00000547009
TRIM55	ENST00000315962
RP4-669P10.16	ENST00000428786
AC013404.1	ENST00000413068
RP11-643A5.3	ENST00000624468
ADGRL3	ENST00000506720
RPL34P18	ENST00000466433
BST2	ENST00000252593
DAZAP2	ENST00000549555
RPL12P15	ENST00000433385
AC114808.2	ENST00000428335
RP11-319E16.2	ENST00000544842
CTD-2619J13.27	ENST00000619318
AC004837.5	ENST00000435766
RNU6-927P	ENST00000516199
LINC01107	ENST00000446979
RP11-556I14.3	ENST00000611455
MRPL41	ENST00000371443
RP5-881P19.7	ENST00000623471
GAPDHP23	ENST00000444823
KCNH3	ENST00000257981
LAMTOR2	ENST00000368302
LPP	ENST00000617246
RP11-204M4.1	ENST00000436337
TSPY22P	ENST00000427496
COX20P1	ENST00000366529
MAF	ENST00000326043
DCBLD2	ENST00000326857
METTL5	ENST00000410097
TOE1	ENST00000372090
RPL23AP81	ENST00000455252
NAP1L1P3	ENST00000462291
RP11-564A8.4	ENST00000446057
RNU6-361P	ENST00000364454
CTD-2008O4.1	ENST00000521318
RP3-426I6.5	ENST00000602607
RP5-1116H23.1	ENST00000435457
ZFAT-AS1_3	ENST00000611506
RPS3AP22	ENST00000488297
CEP95	ENST00000556440
SLC35G3	ENST00000297307
SNORA77	ENST00000408156
SNORA77	ENST00000408571
SNORA77	ENST00000408716
SNORA77	ENST00000578179
RP11-386I8.4	ENST00000624401
MIR431	ENST00000385266
STEAP4	ENST00000380079
ZNF280C	ENST00000370978
FNTB	ENST00000246166
DEFT1P	ENST00000453425
AP001625.5	ENST00000455116
TRBC1	ENST00000633705
RP11-15H20.8	ENST00000611392
MIR203B	ENST00000636080
STK19B	ENST00000512515
SERPINB4	ENST00000341074
RP11-587P21.1	ENST00000550377
RP1-130L23.1	ENST00000532231
PDZPH1P	ENST00000412514
RP11-798G7.8	ENST00000587960
SLC30A4	ENST00000261867
AC009166.7	ENST00000624410
RP11-10L12.1	ENST00000510791
IGHD6-13	ENST00000390580
RP3-344J20.1	ENST00000404225
POMT1	ENST00000372228
CTC-239J10.1	ENST00000586630
RP11-378I13.1	ENST00000425435
NDUFS3	ENST00000263774
RP11-10A14.3	ENST00000520017
RP11-3B7.7	ENST00000604776
RP11-30G13.1	ENST00000635467
RP11-539L10.5	ENST00000632627
CMB9-22P13.1	ENST00000619960
RNU6-76P	ENST00000384060
XXyac-YR38GF2.1	ENST00000632210
C12orf75	ENST00000549934
RP4-553F17.1	ENST00000633012
RNU6-883P	ENST00000384597
ADAP1	ENST00000539900
BAK1P2	ENST00000532665
CLCN5	ENST00000376088
FAM224B	ENST00000458667
RN7SKP38	ENST00000410782
CISD1	ENST00000333926
THAP9	ENST00000302236
RP4-576H24.4	ENST00000567028
RP6-74O6.2	ENST00000401008
CNTROB	ENST00000380262
AC002310.10	ENST00000569728
SCGB1D1	ENST00000306238
GPR75-ASB3	ENST00000406625
TAS2R14	ENST00000537503
XKR4	ENST00000327381
ACTRT2	ENST00000378404
C8orf59	ENST00000611854
OSBPL9	ENST00000447887
CTB-60B18.15	ENST00000596318
GAPDHP58	ENST00000438477
FGFRL1	ENST00000264748
AC064874.1	ENST00000409661
RP11-203F10.1	ENST00000440142
TMEM161B-AS1	ENST00000501715
SERPINA6	ENST00000341584
GS1-21A4.1	ENST00000562644
RP11-57A19.5	ENST00000602838
RNU6-1226P	ENST00000384317
SRGAP2D	ENST00000605551
RP11-33N16.3	ENST00000555070
VDAC1P4	ENST00000450197
RBPJ	ENST00000342295
MIR665	ENST00000635949
TXNRD2	ENST00000400521
LRRC8D	ENST00000337338
USF2	ENST00000594064
RP11-44I10.6	ENST00000565812
UBE2R2	ENST00000263228
MIEN1	ENST00000577810
IGLC5	ENST00000519670
MIR554	ENST00000384874
RP11-813I20.2	ENST00000554458
FAM175B	ENST00000298492
TRPC5OS	ENST00000371970
RP11-118N24.2	ENST00000489238
AC004692.5	ENST00000455430
RNY4P17	ENST00000364948
AC006011.4	ENST00000442758
CTRB2	ENST00000303037
RP11-379F4.8	ENST00000606839
DENND4C	ENST00000434457
GIN1	ENST00000399004
RP11-708L7.7	ENST00000530827
RP11-85O21.5	ENST00000429482
CCL23	ENST00000615050
SPATA25	ENST00000372519
HIST1H2BM	ENST00000621112
AC136896.2	ENST00000438334
RP11-367F23.1	ENST00000427745
MRPL50P4	ENST00000446432
FAM3C2	ENST00000312214
RP11-268I9.1	ENST00000473394
MIR329-1	ENST00000385028
OR2AE1	ENST00000316368
LY96	ENST00000284818
RP11-546M4.1	ENST00000486833
MTND2P40	ENST00000436718
RP11-776H12.1	ENST00000635048
